type,freq_tar,range_tar,likelihood,effect,word,category,subcategory
nas,2242,528,32.028,0,,,
minutesn,2240,603,31.999,0,,,
tean,2239,558,31.985,0,,,
nicknames,2239,616,31.985,0,,,
blacklisted,2238,478,31.971,0,,,
lucid,2238,438,31.971,0,LUCID,ADJECTIVES,ADJ.ALL
alexander,2238,287,31.971,0,ALEXANDER,NOUNS,NOUN.PERSON
sammy,2237,274,31.956,0,,,
boringn,2237,605,31.956,0,,,
bleeding,2237,642,31.956,0,BLEEDING,NOUNS,NOUN.STATE
files,2236,604,31.942,0,,,
swimming,2235,608,31.928,0,SWIMMING,ADJECTIVES,ADJ.ALL
seat,2235,548,31.928,0,SEAT,NOUNS,NOUN.ARTIFACT
jumping,2231,632,31.871,0,JUMPING,NOUNS,NOUN.ACT
wordsn,2231,606,31.871,0,,,
poet,2231,211,31.871,0,POET,NOUNS,NOUN.PERSON
mikasa,2229,352,31.842,0,,,
oky,2229,243,31.842,0,,,
omggg,2227,585,31.814,0,,,
mera,2227,104,31.814,0,,,
stilln,2226,610,31.799,0,,,
install,2224,563,31.771,0,INSTALL,VERBS,VERB.CONTACT
studies,2223,609,31.756,0,,,
returned,2223,623,31.756,0,,,
blackn,2221,552,31.728,0,,,
belly,2221,581,31.728,0,BELLY,NOUNS,NOUN.ANIMAL
forest,2220,597,31.714,0,FOREST,NOUNS,NOUN.GROUP
catching,2220,625,31.714,0,CATCHING,ADJECTIVES,ADJ.ALL
bagel,2219,358,31.699,0,BAGEL,NOUNS,NOUN.FOOD
astolfo,2219,390,31.699,0,,,
failing,2218,638,31.685,0,FAILING,ADJECTIVES,ADJ.ALL
existn,2218,573,31.685,0,,,
discuss,2218,604,31.685,0,DISCUSS,VERBS,VERB.COMMUNICATION
chika,2216,406,31.656,0,,,
percent,2215,627,31.642,0,PERCENT,NOUNS,NOUN.RELATION
timing,2213,655,31.614,0,TIMING,NOUNS,NOUN.ATTRIBUTE
homien,2213,475,31.614,0,,,
blank,2212,574,31.599,0,BLANK,ADJECTIVES,ADJ.ALL
aside,2212,609,31.599,0,ASIDE,ADVERBS,ADV.ALL
imaginen,2212,593,31.599,0,,,
involved,2211,626,31.585,0,INVOLVED,ADJECTIVES,ADJ.ALL
wooo,2211,628,31.585,0,,,
frfr,2210,500,31.571,0,,,
ii,2210,636,31.571,0,II,ADJECTIVES,ADJ.ALL
sport,2209,603,31.556,0,SPORT,NOUNS,NOUN.ACT
drizzy,2209,88,31.556,0,,,
desert,2207,598,31.528,0,DESERT,ADJECTIVES,ADJ.ALL
blow,2207,646,31.528,0,BLOW,NOUNS,NOUN.ACT
luffy,2206,341,31.514,0,,,
weekly,2206,522,31.514,0,WEEKLY,ADJECTIVES,ADJ.PERT
spring,2205,553,31.499,0,SPRING,NOUNS,NOUN.ACT
cuss,2204,578,31.485,0,CUSS,NOUNS,NOUN.COMMUNICATION
leak,2202,592,31.456,0,LEAK,NOUNS,NOUN.COMMUNICATION
kiko,2202,106,31.456,0,,,
brothern,2201,580,31.442,0,,,
crown,2201,558,31.442,0,CROWN,NOUNS,NOUN.ARTIFACT
warzone,2201,446,31.442,0,,,
stage,2201,626,31.442,0,STAGE,NOUNS,NOUN.ACT
sweden,2201,525,31.442,0,SWEDEN,NOUNS,NOUN.LOCATION
accountn,2200,578,31.428,0,,,
nhey,2199,597,31.414,0,,,
zombies,2199,566,31.414,0,,,
passing,2198,651,31.399,0,PASSING,ADJECTIVES,ADJ.ALL
whatchu,2197,561,31.385,0,,,
threat,2196,621,31.371,0,THREAT,NOUNS,NOUN.COMMUNICATION
charger,2196,619,31.371,0,CHARGER,NOUNS,NOUN.ANIMAL
wew,2193,463,31.328,0,,,
males,2190,612,31.285,0,,,
feature,2189,572,31.271,0,FEATURE,NOUNS,NOUN.ARTIFACT
bisexual,2188,597,31.256,0,BISEXUAL,ADJECTIVES,ADJ.ALL
nonim,2187,623,31.242,0,,,
sides,2187,634,31.242,0,,,
pulling,2186,640,31.228,0,PULLING,NOUNS,NOUN.ACT
nwell,2186,600,31.228,0,,,
duty,2185,606,31.214,0,DUTY,NOUNS,NOUN.ACT
iz,2185,558,31.214,0,,,
yua,2184,64,31.199,0,,,
snuggle,2184,356,31.199,0,SNUGGLE,NOUNS,NOUN.ACT
stolen,2184,619,31.199,0,STOLEN,ADJECTIVES,ADJ.ALL
freaking,2184,588,31.199,0,,,
sake,2184,636,31.199,0,SAKE,NOUNS,NOUN.ATTRIBUTE
blo,2184,92,31.199,0,,,
brooke,2183,106,31.185,0,BROOKE,NOUNS,NOUN.PERSON
paragraph,2183,625,31.185,0,PARAGRAPH,NOUNS,NOUN.COMMUNICATION
scaryn,2182,570,31.171,0,,,
nevern,2181,603,31.156,0,,,
complicated,2180,608,31.142,0,COMPLICATED,ADJECTIVES,ADJ.ALL
yeahh,2180,604,31.142,0,,,
referring,2180,586,31.142,0,,,
comrade,2179,426,31.128,0,COMRADE,NOUNS,NOUN.PERSON
digital,2179,570,31.128,0,DIGITAL,ADJECTIVES,ADJ.PERT
cooked,2178,612,31.114,0,COOKED,ADJECTIVES,ADJ.ALL
nuu,2177,503,31.099,0,,,
psycho,2177,550,31.099,0,PSYCHO,NOUNS,NOUN.PERSON
thatni,2177,613,31.099,0,,,
dwn,2176,568,31.085,0,,,
prepare,2176,607,31.085,0,PREPARE,VERBS,VERB.CHANGE
streets,2175,613,31.071,0,,,
disable,2175,560,31.071,0,DISABLE,VERBS,VERB.BODY
jar,2175,498,31.071,0,JAR,NOUNS,NOUN.ARTIFACT
anyonen,2174,610,31.056,0,,,
quest,2174,543,31.056,0,QUEST,NOUNS,NOUN.ACT
ich,2173,517,31.042,0,,,
walmart,2173,572,31.042,0,,,
overall,2172,607,31.028,0,OVERALL,ADJECTIVES,ADJ.ALL
makin,2172,596,31.028,0,MAKIN,NOUNS,NOUN.ACT
emergency,2170,556,30.999,0,EMERGENCY,NOUNS,NOUN.ARTIFACT
license,2170,580,30.999,0,LICENSE,NOUNS,NOUN.ACT
drown,2170,598,30.999,0,DROWN,VERBS,VERB.CHANGE
jules,2168,98,30.971,0,,,
omelette,2166,225,30.942,0,OMELETTE,NOUNS,NOUN.FOOD
device,2164,593,30.914,0,DEVICE,NOUNS,NOUN.ACT
shape,2163,615,30.899,0,SHAPE,NOUNS,NOUN.TOPS
harm,2163,588,30.899,0,HARM,NOUNS,NOUN.ACT
university,2162,558,30.885,0,UNIVERSITY,NOUNS,NOUN.ARTIFACT
nidk,2162,646,30.885,0,,,
infinity,2161,551,30.871,0,INFINITY,NOUNS,NOUN.TIME
regardless,2161,577,30.871,0,REGARDLESS,ADJECTIVES,ADJ.ALL
disease,2161,624,30.871,0,DISEASE,NOUNS,NOUN.STATE
hby,2159,521,30.842,0,,,
shell,2159,620,30.842,0,SHELL,NOUNS,NOUN.ANIMAL
perks,2159,578,30.842,0,,,
faces,2158,637,30.828,0,,,
poll,2156,456,30.799,0,POLL,NOUNS,NOUN.ACT
spoiled,2155,601,30.785,0,SPOILED,ADJECTIVES,ADJ.ALL
omy,2154,136,30.771,0,,,
lien,2154,592,30.771,0,LIEN,NOUNS,NOUN.BODY
walks,2154,627,30.771,0,,,
tryn,2153,641,30.756,0,,,
decision,2153,631,30.756,0,DECISION,NOUNS,NOUN.ACT
pardon,2150,561,30.714,0,PARDON,NOUNS,NOUN.ACT
medical,2150,601,30.714,0,MEDICAL,ADJECTIVES,ADJ.PERT
itnit,2150,618,30.714,0,,,
assignment,2149,569,30.699,0,ASSIGNMENT,NOUNS,NOUN.ACT
snacc,2147,314,30.671,0,,,
ego,2146,584,30.656,0,EGO,NOUNS,NOUN.COGNITION
nightmares,2146,596,30.656,0,,,
mimu,2145,100,30.642,0,,,
dni,2143,598,30.614,0,,,
hearn,2142,583,30.599,0,,,
drops,2141,630,30.585,0,,,
sore,2140,591,30.571,0,SORE,ADJECTIVES,ADJ.ALL
biology,2140,606,30.571,0,BIOLOGY,NOUNS,NOUN.COGNITION
oxygen,2140,590,30.571,0,OXYGEN,NOUNS,NOUN.SUBSTANCE
entered,2139,612,30.556,0,,,
hip,2138,569,30.542,0,HIP,ADJECTIVES,ADJ.ALL
cop,2138,593,30.542,0,COP,NOUNS,NOUN.PERSON
milo,2137,305,30.528,0,MILO,NOUNS,NOUN.PLANT
goingn,2136,601,30.514,0,,,
ea,2136,611,30.514,0,EA,NOUNS,NOUN.PERSON
welocme,2135,390,30.499,0,,,
ollie,2135,193,30.499,0,,,
kade,2134,84,30.485,0,,,
leveln,2134,609,30.485,0,,,
hxh,2134,481,30.485,0,,,
understanding,2133,612,30.471,0,UNDERSTANDING,ADJECTIVES,ADJ.ALL
notifications,2132,601,30.456,0,,,
leln,2132,468,30.456,0,,,
danni,2131,75,30.442,0,,,
require,2130,606,30.428,0,REQUIRE,VERBS,VERB.COMMUNICATION
yesyes,2128,484,30.399,0,,,
insert,2127,597,30.385,0,INSERT,NOUNS,NOUN.ACT
goodluck,2127,539,30.385,0,,,
mystery,2126,570,30.371,0,MYSTERY,NOUNS,NOUN.COGNITION
region,2126,583,30.371,0,REGION,NOUNS,NOUN.BODY
affection,2125,554,30.356,0,AFFECTION,NOUNS,NOUN.FEELING
asleepn,2124,589,30.342,0,,,
virginity,2123,491,30.328,0,VIRGINITY,NOUNS,NOUN.STATE
becky,2123,155,30.328,0,,,
wheel,2122,578,30.314,0,WHEEL,NOUNS,NOUN.ARTIFACT
raised,2122,609,30.314,0,RAISED,ADJECTIVES,ADJ.ALL
hurtsn,2122,579,30.314,0,,,
blast,2122,611,30.314,0,BLAST,NOUNS,NOUN.ACT
acts,2120,631,30.285,0,ACTS,NOUNS,NOUN.COMMUNICATION
liven,2120,596,30.285,0,LIVEN,VERBS,VERB.CHANGE
lookn,2120,641,30.285,0,,,
whens,2120,619,30.285,0,,,
trapn,2120,478,30.285,0,,,
weebn,2120,489,30.285,0,,,
votes,2119,481,30.271,0,,,
blyat,2119,394,30.271,0,,,
poker,2119,290,30.271,0,POKER,NOUNS,NOUN.ACT
lydia,2118,82,30.256,0,LYDIA,NOUNS,NOUN.LOCATION
swedish,2118,523,30.256,0,SWEDISH,ADJECTIVES,ADJ.PERT
cheer,2118,597,30.256,0,CHEER,NOUNS,NOUN.ATTRIBUTE
tuesday,2117,603,30.242,0,TUESDAY,NOUNS,NOUN.TIME
itnbut,2117,601,30.242,0,,,
closet,2117,611,30.242,0,CLOSET,ADJECTIVES,ADJ.ALL
insulting,2116,626,30.228,0,INSULTING,ADJECTIVES,ADJ.ALL
pressed,2113,585,30.185,0,PRESSED,ADJECTIVES,ADJ.ALL
starboard,2113,240,30.185,0,STARBOARD,ADJECTIVES,ADJ.ALL
cola,2112,567,30.171,0,COLA,NOUNS,NOUN.FOOD
sen,2111,469,30.156,0,SEN,NOUNS,NOUN.QUANTITY
grim,2111,358,30.156,0,GRIM,ADJECTIVES,ADJ.ALL
nay,2111,416,30.156,0,NAY,ADVERBS,ADV.ALL
funky,2111,350,30.156,0,FUNKY,ADJECTIVES,ADJ.ALL
pretending,2110,634,30.142,0,PRETENDING,NOUNS,NOUN.ACT
kore,2110,242,30.142,0,KORE,NOUNS,NOUN.PERSON
potter,2110,564,30.142,0,POTTER,NOUNS,NOUN.PERSON
range,2109,599,30.128,0,RANGE,NOUNS,NOUN.ARTIFACT
sucks,2109,624,30.128,0,,,
huey,2109,57,30.128,0,,,
increase,2109,601,30.128,0,INCREASE,NOUNS,NOUN.ACT
tommorow,2108,591,30.114,0,,,
kiri,2108,186,30.114,0,,,
gifts,2108,581,30.114,0,,,
conversations,2108,595,30.114,0,,,
scammed,2108,601,30.114,0,,,
gordon,2107,476,30.099,0,,,
cy,2107,403,30.099,0,,,
mp,2107,574,30.099,0,MP,NOUNS,NOUN.GROUP
concert,2105,559,30.071,0,CONCERT,NOUNS,NOUN.COMMUNICATION
pizzan,2105,567,30.071,0,,,
damnit,2104,575,30.056,0,,,
express,2104,623,30.056,0,EXPRESS,ADJECTIVES,ADJ.ALL
alabama,2104,597,30.056,0,ALABAMA,NOUNS,NOUN.COMMUNICATION
jimin,2104,285,30.056,0,,,
dust,2103,593,30.042,0,DUST,NOUNS,NOUN.SUBSTANCE
raja,2103,88,30.042,0,RAJA,NOUNS,NOUN.ANIMAL
river,2102,570,30.028,0,RIVER,NOUNS,NOUN.OBJECT
fave,2102,599,30.028,0,,,
lyn,2102,282,30.028,0,,,
station,2102,599,30.028,0,STATION,NOUNS,NOUN.ARTIFACT
roof,2102,608,30.028,0,ROOF,NOUNS,NOUN.ARTIFACT
addiction,2102,599,30.028,0,ADDICTION,NOUNS,NOUN.ACT
nop,2102,583,30.028,0,,,
yesssn,2101,573,30.014,0,,,
novel,2099,504,29.985,0,NOVEL,ADJECTIVES,ADJ.ALL
streamer,2098,568,29.971,0,STREAMER,NOUNS,NOUN.ARTIFACT
dig,2098,613,29.971,0,DIG,NOUNS,NOUN.ACT
gettin,2096,593,29.942,0,,,
arrived,2096,604,29.942,0,,,
secs,2095,573,29.928,0,,,
caused,2094,600,29.914,0,,,
radio,2094,541,29.914,0,RADIO,ADJECTIVES,ADJ.PERT
drax,2094,71,29.914,0,,,
momentn,2093,599,29.899,0,,,
matches,2092,613,29.885,0,,,
hurry,2092,629,29.885,0,HURRY,NOUNS,NOUN.ACT
understandn,2091,607,29.871,0,,,
goodmorning,2091,567,29.871,0,,,
sacrifice,2089,597,29.842,0,SACRIFICE,NOUNS,NOUN.ACT
fricking,2089,550,29.842,0,,,
bieber,2087,414,29.814,0,,,
elle,2087,198,29.814,0,,,
transfer,2086,582,29.799,0,TRANSFER,NOUNS,NOUN.ACT
dc,2086,628,29.799,0,DC,NOUNS,NOUN.LOCATION
talkingn,2085,606,29.785,0,,,
mexico,2085,593,29.785,0,MEXICO,NOUNS,NOUN.LOCATION
merch,2085,467,29.785,0,,,
minimum,2084,613,29.771,0,MINIMUM,ADJECTIVES,ADJ.ALL
hehn,2084,513,29.771,0,,,
flakes,2084,283,29.771,0,,,
bop,2084,600,29.771,0,BOP,NOUNS,NOUN.COMMUNICATION
kate,2083,274,29.756,0,,,
erika,2083,110,29.756,0,,,
ze,2082,549,29.742,0,,,
ruden,2082,601,29.742,0,,,
recording,2081,572,29.728,0,RECORDING,NOUNS,NOUN.ACT
prevalent,2081,66,29.728,0,PREVALENT,ADJECTIVES,ADJ.ALL
screenshots,2081,610,29.728,0,,,
electric,2081,592,29.728,0,ELECTRIC,ADJECTIVES,ADJ.PERT
identity,2080,616,29.714,0,IDENTITY,NOUNS,NOUN.ATTRIBUTE
moo,2079,471,29.699,0,MOO,NOUNS,NOUN.EVENT
laws,2077,582,29.671,0,LAWS,NOUNS,NOUN.COMMUNICATION
storyn,2076,583,29.656,0,,,
include,2076,622,29.656,0,INCLUDE,VERBS,VERB.CHANGE
mt,2075,536,29.642,0,MT,NOUNS,NOUN.COGNITION
licc,2075,130,29.642,0,,,
stock,2075,602,29.642,0,STOCK,ADJECTIVES,ADJ.ALL
italy,2074,543,29.628,0,ITALY,NOUNS,NOUN.LOCATION
court,2072,570,29.599,0,COURT,NOUNS,NOUN.ACT
nuggies,2071,419,29.585,0,,,
hyd,2071,381,29.585,0,,,
thn,2071,605,29.585,0,,,
ownern,2070,546,29.571,0,,,
somen,2070,603,29.571,0,,,
discussion,2070,576,29.571,0,DISCUSSION,NOUNS,NOUN.COMMUNICATION
accurate,2069,610,29.556,0,ACCURATE,ADJECTIVES,ADJ.ALL
tinder,2068,529,29.542,0,TINDER,NOUNS,NOUN.SUBSTANCE
xyz,2066,303,29.514,0,,,
posts,2066,590,29.514,0,,,
yelled,2065,610,29.499,0,YELLED,ADJECTIVES,ADJ.ALL
rr,2065,355,29.499,0,,,
laggy,2065,601,29.499,0,,,
thunder,2064,552,29.485,0,THUNDER,NOUNS,NOUN.ARTIFACT
waffles,2062,528,29.456,0,,,
eminem,2062,526,29.456,0,,,
holder,2060,211,29.428,0,HOLDER,NOUNS,NOUN.ARTIFACT
lola,2060,167,29.428,0,,,
pair,2059,587,29.414,0,PAIR,NOUNS,NOUN.GROUP
tax,2059,529,29.414,0,TAX,NOUNS,NOUN.POSSESSION
doki,2058,462,29.399,0,,,
brian,2057,452,29.385,0,,,
engine,2057,577,29.385,0,ENGINE,NOUNS,NOUN.ARTIFACT
dyingn,2056,599,29.371,0,,,
phase,2056,592,29.371,0,PHASE,NOUNS,NOUN.ATTRIBUTE
cell,2055,613,29.356,0,CELL,NOUNS,NOUN.TOPS
thighsn,2053,451,29.328,0,,,
seek,2053,589,29.328,0,SEEK,NOUNS,NOUN.EVENT
script,2053,567,29.328,0,SCRIPT,NOUNS,NOUN.COMMUNICATION
relatable,2053,600,29.328,0,,,
burned,2049,621,29.271,0,BURNED,ADJECTIVES,ADJ.PPL
pffft,2049,542,29.271,0,,,
lapis,2047,158,29.242,0,,,
hmph,2047,490,29.242,0,,,
dirt,2046,618,29.228,0,DIRT,ADJECTIVES,ADJ.ALL
nao,2046,412,29.228,0,,,
ap,2045,576,29.214,0,,,
target,2045,609,29.214,0,TARGET,NOUNS,NOUN.ARTIFACT
rythm,2044,479,29.199,0,,,
hypixel,2044,398,29.199,0,,,
wednesday,2043,617,29.185,0,WEDNESDAY,NOUNS,NOUN.TIME
mob,2043,503,29.185,0,MOB,NOUNS,NOUN.GROUP
precious,2042,569,29.171,0,PRECIOUS,ADJECTIVES,ADJ.ALL
winner,2042,558,29.171,0,WINNER,NOUNS,NOUN.PERSON
tits,2041,381,29.156,0,,,
appropriate,2041,507,29.156,0,APPROPRIATE,ADJECTIVES,ADJ.ALL
walter,2041,312,29.156,0,WALTER,NOUNS,NOUN.PERSON
upgrade,2040,579,29.142,0,UPGRADE,NOUNS,NOUN.ACT
stairs,2038,620,29.114,0,STAIRS,NOUNS,NOUN.ARTIFACT
snacks,2038,578,29.114,0,,,
dabi,2038,243,29.114,0,,,
irrelevant,2038,581,29.114,0,IRRELEVANT,ADJECTIVES,ADJ.ALL
pieces,2038,602,29.114,0,,,
covered,2037,611,29.099,0,COVERED,ADJECTIVES,ADJ.ALL
loser,2035,537,29.071,0,LOSER,NOUNS,NOUN.PERSON
senpain,2035,448,29.071,0,,,
nam,2035,616,29.071,0,,,
nev,2035,97,29.071,0,,,
national,2034,607,29.056,0,NATIONAL,ADJECTIVES,ADJ.PERT
jesusn,2033,587,29.042,0,,,
softie,2033,246,29.042,0,SOFTIE,NOUNS,NOUN.PERSON
duo,2032,562,29.028,0,DUO,NOUNS,NOUN.COMMUNICATION
roach,2032,391,29.028,0,ROACH,NOUNS,NOUN.ANIMAL
milf,2032,427,29.028,0,,,
stays,2031,629,29.014,0,STAYS,NOUNS,NOUN.ARTIFACT
indians,2030,481,28.999,0,,,
kinds,2030,595,28.999,0,,,
shrimp,2030,543,28.999,0,SHRIMP,NOUNS,NOUN.ANIMAL
kudasai,2029,159,28.985,0,,,
au,2028,492,28.971,0,AU,NOUNS,NOUN.QUANTITY
hee,2027,525,28.956,0,,,
kiddo,2026,561,28.942,0,,,
frank,2026,536,28.942,0,FRANK,ADJECTIVES,ADJ.ALL
bites,2025,585,28.928,0,,,
tickle,2025,430,28.928,0,TICKLE,NOUNS,NOUN.ACT
deck,2024,438,28.914,0,DECK,NOUNS,NOUN.ARTIFACT
bullet,2024,598,28.914,0,BULLET,NOUNS,NOUN.ACT
pun,2024,536,28.914,0,PUN,NOUNS,NOUN.COMMUNICATION
existed,2023,630,28.899,0,,,
heshe,2022,594,28.885,0,,,
taiga,2022,294,28.885,0,,,
jet,2021,493,28.871,0,JET,ADJECTIVES,ADJ.ALL
cowboy,2020,543,28.856,0,COWBOY,NOUNS,NOUN.PERSON
patrick,2020,492,28.856,0,PATRICK,NOUNS,NOUN.PERSON
connected,2019,605,28.842,0,CONNECTED,ADJECTIVES,ADJ.ALL
sweetie,2019,522,28.842,0,SWEETIE,NOUNS,NOUN.PERSON
experienced,2018,617,28.828,0,EXPERIENCED,ADJECTIVES,ADJ.ALL
coolest,2017,546,28.814,0,,,
ariel,2017,153,28.814,0,,,
spiderman,2016,500,28.799,0,,,
der,2015,507,28.785,0,,,
programming,2015,486,28.785,0,PROGRAMMING,NOUNS,NOUN.ACT
thy,2014,579,28.771,0,,,
esex,2014,200,28.771,0,,,
exercise,2014,571,28.771,0,EXERCISE,NOUNS,NOUN.ACT
lion,2013,556,28.756,0,LION,NOUNS,NOUN.ANIMAL
coldn,2012,588,28.742,0,,,
winn,2012,594,28.742,0,,,
texts,2012,625,28.742,0,,,
pad,2010,570,28.714,0,PAD,NOUNS,NOUN.ANIMAL
haku,2010,143,28.714,0,,,
permsn,2010,490,28.714,0,,,
core,2009,593,28.699,0,CORE,NOUNS,NOUN.ARTIFACT
pumpkin,2009,448,28.699,0,PUMPKIN,NOUNS,NOUN.FOOD
harsh,2009,611,28.699,0,HARSH,ADJECTIVES,ADJ.ALL
vpn,2009,566,28.699,0,,,
bothering,2008,599,28.685,0,,,
royal,2008,543,28.685,0,ROYAL,ADJECTIVES,ADJ.PERT
shitpost,2008,296,28.685,0,,,
donalds,2008,582,28.685,0,,,
alarm,2008,610,28.685,0,ALARM,NOUNS,NOUN.ARTIFACT
concerned,2007,601,28.671,0,CONCERNED,ADJECTIVES,ADJ.ALL
comp,2005,549,28.642,0,,,
kit,2005,516,28.642,0,KIT,NOUNS,NOUN.ANIMAL
haram,2005,440,28.642,0,,,
wsp,2004,384,28.628,0,,,
noah,2004,413,28.628,0,NOAH,NOUNS,NOUN.PERSON
eyyy,2004,545,28.628,0,,,
wrld,2004,491,28.628,0,,,
rod,2001,325,28.585,0,ROD,NOUNS,NOUN.ANIMAL
liquid,2001,566,28.585,0,LIQUID,ADJECTIVES,ADJ.ALL
sarcasm,2001,599,28.585,0,SARCASM,NOUNS,NOUN.COMMUNICATION
hush,2001,557,28.585,0,HUSH,NOUNS,NOUN.ATTRIBUTE
eyy,2000,548,28.571,0,,,
realm,2000,524,28.571,0,REALM,NOUNS,NOUN.COGNITION
adults,2000,591,28.571,0,,,
stops,1999,625,28.556,0,STOPS,NOUNS,NOUN.ACT
switched,1999,632,28.556,0,,,
vu,1998,379,28.542,0,,,
nare,1997,618,28.528,0,,,
selfadvertising,1997,51,28.528,0,,,
blocks,1997,595,28.528,0,,,
countryn,1997,552,28.528,0,,,
pookie,1996,57,28.514,0,,,
sayingn,1996,622,28.514,0,,,
phil,1996,437,28.514,0,,,
hisoka,1994,385,28.485,0,,,
dmn,1992,584,28.456,0,,,
od,1990,615,28.428,0,OD,NOUNS,NOUN.BODY
buff,1990,533,28.428,0,BUFF,ADJECTIVES,ADJ.ALL
ships,1989,549,28.414,0,,,
promotion,1988,564,28.399,0,PROMOTION,NOUNS,NOUN.ACT
result,1987,592,28.385,0,RESULT,NOUNS,NOUN.COMMUNICATION
coast,1986,563,28.371,0,COAST,NOUNS,NOUN.ACT
stopping,1985,620,28.356,0,STOPPING,NOUNS,NOUN.ACT
thursday,1985,590,28.356,0,THURSDAY,NOUNS,NOUN.TIME
artists,1985,568,28.356,0,,,
easyn,1985,593,28.356,0,,,
wishes,1984,600,28.342,0,,,
vinny,1983,97,28.328,0,,,
zozo,1983,56,28.328,0,,,
explode,1983,582,28.328,0,EXPLODE,VERBS,VERB.CHANGE
progress,1982,597,28.314,0,PROGRESS,NOUNS,NOUN.ACT
coochie,1981,390,28.299,0,,,
moaning,1980,517,28.285,0,MOANING,ADJECTIVES,ADJ.ALL
donny,1979,82,28.271,0,,,
bedtime,1979,586,28.271,0,BEDTIME,NOUNS,NOUN.TIME
dealing,1978,594,28.256,0,DEALING,NOUNS,NOUN.ACT
testn,1977,578,28.242,0,,,
bees,1976,507,28.228,0,,,
tan,1976,519,28.228,0,TAN,ADJECTIVES,ADJ.ALL
wap,1975,353,28.214,0,,,
prank,1975,583,28.214,0,PRANK,NOUNS,NOUN.ACT
badge,1975,451,28.214,0,BADGE,NOUNS,NOUN.COGNITION
joseph,1974,456,28.199,0,JOSEPH,NOUNS,NOUN.PERSON
itachi,1974,436,28.199,0,,,
leah,1974,163,28.199,0,,,
afton,1973,93,28.185,0,,,
greet,1972,532,28.171,0,GREET,VERBS,VERB.COGNITION
languagen,1971,570,28.156,0,,,
ree,1971,516,28.156,0,,,
praise,1971,586,28.156,0,PRAISE,NOUNS,NOUN.COMMUNICATION
tape,1971,578,28.156,0,TAPE,NOUNS,NOUN.ARTIFACT
items,1970,546,28.142,0,,,
originally,1970,591,28.142,0,ORIGINALLY,ADVERBS,ADV.ALL
sonn,1970,554,28.142,0,,,
peachy,1969,207,28.128,0,PEACHY,ADJECTIVES,ADJ.ALL
ron,1968,375,28.114,0,RON,NOUNS,NOUN.COMMUNICATION
rocks,1966,594,28.085,0,,,
pixel,1966,462,28.085,0,PIXEL,NOUNS,NOUN.ARTIFACT
milky,1966,442,28.085,0,MILKY,ADJECTIVES,ADJ.ALL
secn,1966,618,28.085,0,,,
scaredn,1965,595,28.071,0,,,
cum,1965,330,28.071,0,CUM,NOUNS,NOUN.BODY
despite,1965,557,28.071,0,DESPITE,NOUNS,NOUN.ACT
bum,1964,506,28.056,0,BUM,ADJECTIVES,ADJ.ALL
loose,1964,617,28.056,0,LOOSE,ADJECTIVES,ADJ.ALL
mafu,1964,68,28.056,0,,,
birthdayn,1963,564,28.042,0,,,
unlock,1963,558,28.042,0,UNLOCK,VERBS,VERB.CHANGE
actions,1962,590,28.028,0,,,
aliens,1962,547,28.028,0,,,
standard,1962,593,28.028,0,STANDARD,ADJECTIVES,ADJ.ALL
concept,1961,578,28.014,0,CONCEPT,NOUNS,NOUN.COGNITION
waffle,1961,485,28.014,0,WAFFLE,NOUNS,NOUN.FOOD
suicidal,1960,549,27.999,0,SUICIDAL,ADJECTIVES,ADJ.ALL
lift,1960,569,27.999,0,LIFT,NOUNS,NOUN.ACT
onlyfans,1960,397,27.999,0,,,
ndid,1960,615,27.999,0,,,
crunchyroll,1959,524,27.985,0,,,
mun,1959,141,27.985,0,,,
options,1958,597,27.971,0,,,
doctors,1957,563,27.956,0,,,
sc,1957,548,27.956,0,SC,NOUNS,NOUN.GROUP
wick,1956,381,27.942,0,WICK,NOUNS,NOUN.ARTIFACT
hilarious,1956,604,27.942,0,HILARIOUS,ADJECTIVES,ADJ.ALL
responding,1955,619,27.928,0,,,
usa,1955,589,27.928,0,USA,NOUNS,NOUN.GROUP
bluen,1955,569,27.928,0,,,
foods,1953,569,27.899,0,,,
kink,1952,534,27.885,0,KINK,NOUNS,NOUN.SHAPE
sev,1952,77,27.885,0,,,
carn,1952,577,27.885,0,,,
annie,1952,404,27.885,0,,,
adan,1951,72,27.871,0,,,
chin,1950,570,27.856,0,CHIN,NOUNS,NOUN.BODY
hacking,1949,557,27.842,0,,,
chosen,1949,576,27.842,0,CHOSEN,ADJECTIVES,ADJ.ALL
paradise,1948,445,27.828,0,PARADISE,NOUNS,NOUN.COGNITION
stray,1948,529,27.828,0,STRAY,ADJECTIVES,ADJ.ALL
glitch,1947,580,27.814,0,GLITCH,NOUNS,NOUN.STATE
bobby,1947,405,27.814,0,BOBBY,NOUNS,NOUN.PERSON
tni,1946,610,27.799,0,,,
bouta,1946,570,27.799,0,,,
nutty,1946,125,27.799,0,NUTTY,ADJECTIVES,ADJ.ALL
struggle,1945,578,27.785,0,STRUGGLE,NOUNS,NOUN.ACT
luckily,1943,583,27.756,0,LUCKILY,ADVERBS,ADV.ALL
pirate,1942,550,27.742,0,PIRATE,NOUNS,NOUN.ARTIFACT
gotcha,1940,538,27.714,0,,,
ashley,1940,304,27.714,0,,,
akame,1939,388,27.699,0,,,
ariana,1939,477,27.699,0,ARIANA,NOUNS,NOUN.LOCATION
shortn,1939,547,27.699,0,,,
